timestamp,open,high,low,close,volume
2022-07-27 00:00:00,21254.67,21284.0,21133.42,21208.13,6184.78886
2022-07-27 01:00:00,21207.23,21235.21,21136.17,21157.37,5517.38198
2022-07-27 02:00:00,21157.37,21204.11,21091.08,21186.7,5372.29459
2022-07-27 03:00:00,21186.16,21201.4,21042.53,21076.86,4807.24293
2022-07-27 04:00:00,21076.86,21137.77,21059.0,21108.72,4014.82603
2022-07-27 05:00:00,21108.72,21280.0,21094.13,21247.25,5553.57604
2022-07-27 06:00:00,21248.63,21267.95,21162.02,21256.38,5045.4683
2022-07-27 07:00:00,21256.38,21451.33,21240.0,21347.36,8228.86115
2022-07-27 08:00:00,21346.11,21439.29,21335.21,21355.33,5609.54225
2022-07-27 09:00:00,21354.45,21365.74,21250.54,21292.31,5356.73909
2022-07-27 10:00:00,21291.54,21336.2,21249.68,21287.5,4468.42009
2022-07-27 11:00:00,21287.5,21366.4,21129.65,21200.23,5673.38979
2022-07-27 12:00:00,21200.6,21421.71,21157.07,21371.93,7708.49381
2022-07-27 13:00:00,21371.93,21484.28,21280.81,21463.9,8913.94641
2022-07-27 14:00:00,21463.9,21493.69,21392.49,21459.9,7572.41644
2022-07-27 15:00:00,21459.9,21547.53,21421.02,21530.86,7264.85048
2022-07-27 16:00:00,21530.86,21713.69,21461.58,21533.89,12132.17506
2022-07-27 17:00:00,21530.71,21740.0,21455.25,21620.55,10582.73766
2022-07-27 18:00:00,21618.72,22700.0,21617.24,22554.45,36035.16959
2022-07-27 19:00:00,22554.45,23112.63,22554.45,22773.62,23590.65654
2022-07-27 20:00:00,22773.62,22913.83,22667.36,22776.58,9393.14547
2022-07-27 21:00:00,22776.58,22792.14,22576.0,22677.84,4814.8353
2022-07-27 22:00:00,22675.53,22960.0,22647.72,22873.39,10530.14452
2022-07-27 23:00:00,22875.97,22997.17,22805.58,22952.45,6600.09558
2022-07-28 00:00:00,22954.31,23062.9,22751.95,22785.32,8680.36864
2022-07-28 01:00:00,22785.34,22801.81,22717.27,22775.69,4752.47938
2022-07-28 02:00:00,22775.69,23460.58,22701.44,23282.54,13907.93643
2022-07-28 03:00:00,23282.54,23322.49,23096.88,23133.45,7936.60924
2022-07-28 04:00:00,23133.45,23196.09,23056.99,23066.63,5726.45987
2022-07-28 05:00:00,23067.86,23257.11,23032.0,23242.79,6100.0422
2022-07-28 06:00:00,23242.79,23273.81,23047.79,23124.86,6007.96594
2022-07-28 07:00:00,23122.37,23125.77,22887.0,22925.1,7445.48706
2022-07-28 08:00:00,22925.1,23028.68,22871.06,22965.67,5635.01293
2022-07-28 09:00:00,22963.68,23008.58,22816.26,22978.45,6648.09149
2022-07-28 10:00:00,22978.45,23100.0,22911.0,22979.17,5715.11657
2022-07-28 11:00:00,22981.61,23138.28,22956.32,23114.52,6942.50912
2022-07-28 12:00:00,23116.19,23200.0,22582.13,23034.04,18926.69019
2022-07-28 13:00:00,23034.04,23268.29,22766.08,22852.26,17953.04799
2022-07-28 14:00:00,22854.38,23140.18,22736.79,23130.78,13265.73961
2022-07-28 15:00:00,23130.78,23992.0,23109.59,23745.57,23857.12331
2022-07-28 16:00:00,23747.85,23944.84,23662.52,23764.13,13529.34211
2022-07-28 17:00:00,23762.71,24106.96,23747.55,23999.83,13261.0261
2022-07-28 18:00:00,23999.83,24007.49,23711.73,23800.53,9939.40194
2022-07-28 19:00:00,23801.67,23894.28,23675.34,23794.26,7727.54518
2022-07-28 20:00:00,23792.1,24199.72,23784.26,24025.88,13563.19444
2022-07-28 21:00:00,24025.88,24158.21,23836.09,23927.69,6483.2603
2022-07-28 22:00:00,23927.69,23988.32,23803.87,23961.92,6267.34083
2022-07-28 23:00:00,23961.92,23981.74,23711.0,23842.93,5757.28323
2022-07-29 00:00:00,23845.25,23947.73,23701.0,23880.6,8369.44988
2022-07-29 01:00:00,23882.01,23897.63,23744.35,23848.14,5923.69807
2022-07-29 02:00:00,23848.14,23911.21,23730.76,23780.39,6301.65873
2022-07-29 03:00:00,23780.39,23934.47,23755.78,23912.85,5084.94534
2022-07-29 04:00:00,23912.7,24037.56,23882.95,24013.87,5859.46778
2022-07-29 05:00:00,24013.87,24112.0,23864.18,23987.26,6995.74118
2022-07-29 06:00:00,23987.47,24442.66,23900.0,23940.35,10168.82987
2022-07-29 07:00:00,23940.35,23994.72,23820.27,23943.26,7493.81217
2022-07-29 08:00:00,23941.63,23983.99,23778.42,23927.08,7807.60157
2022-07-29 09:00:00,23927.08,24094.93,23860.0,24062.55,6872.39441
2022-07-29 10:00:00,24064.41,24131.54,23979.32,24006.04,6626.63608
2022-07-29 11:00:00,24007.1,24024.91,23530.96,23720.56,11790.92593
2022-07-29 12:00:00,23718.71,23752.22,23434.38,23512.45,12128.77339
2022-07-29 13:00:00,23510.89,23761.22,23414.03,23695.41,13779.31648
2022-07-29 14:00:00,23695.41,24222.0,23661.51,24036.61,18398.06806
2022-07-29 15:00:00,24034.81,24071.04,23870.59,24010.74,9973.6523
2022-07-29 16:00:00,24012.76,24024.8,23606.18,23845.48,11932.68299
2022-07-29 17:00:00,23845.48,23867.2,23625.69,23777.89,6958.12124
2022-07-29 18:00:00,23775.26,24051.22,23736.27,23929.72,8740.03293
2022-07-29 19:00:00,23929.72,23963.72,23750.0,23895.13,6515.40957
2022-07-29 20:00:00,23895.14,23977.86,23798.03,23941.24,5728.61072
2022-07-29 21:00:00,23941.24,23994.44,23702.52,23819.41,3741.62847
2022-07-29 22:00:00,23819.41,23970.73,23745.61,23942.89,4256.80017
2022-07-29 23:00:00,23942.89,24138.69,23700.0,23773.75,6850.2489
2022-07-30 00:00:00,23777.28,23943.64,23747.02,23919.79,5483.30572
2022-07-30 01:00:00,23919.79,23968.9,23674.14,23917.35,6939.42081
2022-07-30 02:00:00,23917.35,23927.59,23744.0,23835.07,5116.74159
2022-07-30 03:00:00,23835.07,23855.25,23742.81,23801.35,3826.43586
2022-07-30 04:00:00,23802.8,23823.87,23650.0,23739.21,5195.0139
